Content,Comments,Number of Comments
"Kahramanmaraş ve çevre illerde meydana gelen depremde hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, yaralı vatandaşlarımıza acil şifalar dileriz. #Deprem sonrası dikkat edilmesi gereken kritik noktalar ⚠️ #gecmisolsunturkiye #AFAD",,0
"Değerli öğrencilerimiz, Bütünleme, İngilizce Hazırlık ve TÖMER Sınavlarının 20-24 Şubat 2023 tarihleri arasında yapılmasına karar verilmiştir.⚠️",,0
"Kanserle mücadelede her birimiz fark yaratabilir, toplumlarda kansere ilişkin farkındalığın artmasına katkı sağlayabiliriz. 4 Şubat Dünya Kanser Günü nde herkesi “kansersiz bir dünya” için mücadele etmeye davet ediyoruz. #4subatdünyakansergünü",,0
Güz döneminde Neotech Campus’te yüzlerce etkinlik gerçekleştirdik. Birbirinden değerli konuklarımızı ağırladık! Bahar döneminde birbirinden farklı ve eğitici etkinlikler için hazır mısın? 👀 #NeoTechCampus #activity,,0
"""GELECEĞİN ENERJİ MERKEZİ TÜRKİYE"" paneli Harici Medya tarafından Nişantaşı Üniversitesi @NisantasiEdu ev sahipliğinde, 8 Şubat 2023 Çarşamba günü NeoTech Kampüsü nde düzenlenecek. YouTube kanalımızda saat 16.00 da canlı yayınlanacak. @Karin_Kneissl @SenayYalcin1 @BartuSoral",,0
"T.C Kültür ve Turizm Bakanlığı Sinema Genel Müdürlüğünün katkılarıyla, İstanbul Nişantaşı Üniversitesi tarafından 6-9 Mart 2023 tarihleri arasında gerçekleştirilecek olan TAYF Uluslararası Kısa Film Festivali’nin finalistleri açıklandı. +++",,0
👉TAYF Uluslararası Kısa Film Festivali için son 34 gün! 🎬,,0
#tayfuluslararasıkısafilmfestivali,,0
Sınav not itirazları ile ilgili sıkça sorduğunuz soruları cevapladık 📝 ❔,,0
This is how fall term passed. We will miss these voices so much. ❤️ #happyholiday,,0
A day with fashion desing department. 🪡🧵📸 #nisantasiuniversity #fashiondepartment,,0
2022 yılı ücreti ile kayıt yenilemek için son 7 gün! 👉Detaylar için http://nisantasi.edu.tr’yi ziyaret et.,,0
"İstanbul Nişantaşı Üniversitesi Acunmedya Akademi 2021 - 2022 5. Dönem mezunlarını verdi! Acun Ilıcalı’nın katılımlarıyla gerçekleşen mezuniyet töreni, Dijital, Televizyon ve Gastronomi bölümünden 450 tam donanımlı profesyonelini sektöre kazandırdı. +++",,0
Tüm öğrencilerimize meslek hayatlarında başarılar dileriz. #istanbulnisantasiuniversity #acunmedyaakademi #mezuniyettöreni #graduationceremony,,0
Erken kayıt ödemelerinde vade farksız taksit seçenekleri! 👇 Detaylı bilgi için http://nisantasi.edu.tr’yi ziyaret et.,,0
2022-2023 Ders Yılı Ara Tatili Lise Öğrencilerine Yönelik Kış Akademisi 📖 👉Detaylı bilgi için http://neovationcenter.com’u ziyaret et,,0
"Değerli öğrencilerimiz, sınav dönemi nedeniyle çalışma saatlerimiz güncellenmiştir. ⚠️",,0
Sağlık Kültür ve Spor Daire Başkanlığının düzenlemiş olduğu NİSHCUP 22 6v6 Voleybol Turnuvasına katılan 20 takım arasında Kar Fırtınası şampiyon olmuştur. Beş gün süren müsabakalar sonucunda bugün yapılan final karşılaşması Kar Fırtınası ve  Avengers arasında gerçekleşmiştir.,,0
Turnuvaya katılan tüm öğrencilerimize ve takımlara teşekkür ederiz.,,0
11 Ocak Çarşamba günü saat 19.05’te Çetin Ünsalan’ın hazırlayıp sunduğu İşte Bunu Konuşalım programında TAYF Uluslararası Kısa Film Festivali Direktörü ve İstanbul Nişantaşı Üniversitesi Sanat ve Tasarım Fakültesi Dekan Yardımcısı Doç. Dr. Nagihan Çakar ile +++,,0
"genç sinemacıları keşfetmek amacıyla düzenlenen kısa film yarışmasını, festivali, sektörün durumunu, ülke marka değerine katacağı değeri, eğitim ve saha durumunu ele alıyoruz. @cetinunsalan @endustriradyo",,0
%80’e varan burs imkanları ile yatay geçiş başvuruları başladı. 👉Detaylı bilgiye http://nisantasi.edu.tr üzerinden ulaşabilirsin.,,0
Karanlığa beyaz baston ile meydan oku! #BeyazBastonGörmeEngellilerHaftası,,0
Türkiye’de devlet ve vakıf olmak üzere tüm üniversiteler arasında yatay geçişte 2 yıldır üst üste en çok tercih edilen üniversiteyiz. 👉Yatay geçiş ile ilgili detaylı bilgi almak için http://nisantasi.edu.tr ‘ yi ziyaret et! #nisantasiuniversity #biliyormusun #yataygecis,,0
NeoTech Campüs’te bugün Mutlusan Electric Genel Müdür İcra Kurulu Başkanı Hakan Öztürk’ü ağırladık. Değerli kariyer konuşması için kendisine çok teşekkür ederiz.,,0
Welcome to #NeoTechCampus ⚡️ Don t you think it s the best?,,0
"May the new year bring you peace, joy and happiness! 🎄 ✨ #2023",,0
"Öğrenci Dekanlığı Erasmus Plus Kulübü ve Genç MÜSİAD iş birliğiyle gerçekleştirileştirdiğimiz, Globalleşen Markalar ve Avrupa Fırsatları Zirvesi’nde NeoTech Campus’te birbirinden değerli konuklarımızı ağırladık. ++",,0
Değerli konuşmacılara ve emeği geçen öğrencilerimize teşekkür ederiz. #erasmusplus #gencmusiad #globalleşenmarkalarveavrupafırsatlarızirvesi,,0
A day in paramedic class. 💉 Which class will we visit the next ? 👀 #nisantasiuniversity #paramedic,,0
YARINA HAZIR MIYIZ? 👀,,0
"📌 #AvrupanınZirvesi Başvuruları Başladı! Nişantaşı Üniversitesi Erasmus Plus Kulübü ve Genç MÜSİAD iş birliğiyle gerçekleştirilecek, Globalleşen Markalar ve Avrupa Fırsatları Zirvesi 29 Aralık’ta Neotech Kampüs’te 📣 +++",,0
"İki ayrı oturum ve interaktif atölye çalışmalarıyla gerçekleşecek olan zirvede katılımcılarımız;📍Avrupa Fırsatlarını öğrenecek, 🇪🇺 📍Global Markaların yetkin temsilcilerinin tecrübelerinden yararlanacak, 🌐",,0
"📍Staj fırsatı elde edebilecek, 🎖️ 📍İnteraktif Atölyeler ile alanında uzman eğitmenlerden sertifikalı eğitimler alma şansı elde edecekler. 🧾 📌 Başvuru formuna @nisantasierasmusplus hesabından ulaşabilirsiniz.",,0
"📌 #AvrupanınZirvesi Başvuruları Başladı! Nişantaşı Üniversitesi Erasmus Plus Kulübü ve Genç MÜSİAD iş birliğiyle gerçekleştirilecek, Globalleşen Markalar ve Avrupa Fırsatları Zirvesi 29 Aralık’ta Neotech Kampüs’te 📣 +++",,0
"İki ayrı oturum ve interaktif atölye çalışmalarıyla gerçekleşecek olan zirvede katılımcılarımız;📍Avrupa Fırsatlarını öğrenecek, 🇪🇺 📍Global Markaların yetkin temsilcilerinin tecrübelerinden yararlanacak, 🌐",,0
"📍Staj fırsatı elde edebilecek, 🎖️ 📍İnteraktif Atölyeler ile alanında uzman eğitmenlerden sertifikalı eğitimler alma şansı elde edecekler. 🧾 📌 Başvuru formuna @nisantasierasmusplus hesabından ulaşabilirsiniz.",,0
"50 Sanatçının 70 NFT eserinin sergilendiği zirvede,  birbirinden değerli konuklarla Dijital Gelecek Zirvesi ve NFT Sergisi sunumu gerçekleştirdik. #nftzirvesi #nisantasiedu #nft #dijitalgelecekzirvesi",,0
2022 Yılı Ücreti İle Kayıt Yenileme Dönemi Başladı! 👉Son tarih 30 Ocak 👉Detaylı bilgiye http://nisantasi.edu.tr üzerinden ulaşabilirsin. #nisantasiuniversity #kayıtyenilemedönemibasladı,,0
Kariyerin için yüksek düşün! 2022-2023 Bahar Dönemi Yüksek Lisans ve Doktora Başvuruları Başladı. 👉Detaylı bilgiye http://nisantasi.edu.tr üzerinden ulaşabilirsin. #nisantasiuniversity #kariyeriniçinyüksekdüşün #yükseklisans #doktora,,0
"NFT Zirvesi Panel’i Doç. Dr. Nagihan Çakar’ın moderatörlüğünde, Özden Pelister, Mahmut Erdal, Elshad Yusufli, Dr. Gizem Tatlıcı, Nuri Sayraç ve Av. Onur Şahin’in katılımlarıyla gerçekleşiyor. #Sanat #Gelecek #NFT #Metaverse #Fütürizm #Resim #NişantaşıÜniversitesi #Carny",,0
"Minyatür Sanatçısı Taner Alakuş, “Future Renaissance Collection”ta konuşuyor; “Benim bütün hücrelerimde minyatür tekniği var. Yaşamda da. Teknolojide de! Dia gösterisi olduğu zaman, ""Sen rumileri, sen bulutları çiz."" derdik. Sonra bu parçaları birleştirdik…”",,0
"Her sektörü kökünden etkileyecek, iş yapış yöntemlerimizi tamamen farklılaştıracak ve makinalarla aramızdaki iletişim ve uygulama köprülerini “bizim istediğimiz kadar” güvenli hale getirecek bu teknolojileri birlikte oluşturacağız. Ne zaman mı? Siz hazır olduğunuzda!",,0
"Teknoloji tasarımcısı Devrim Danyal: “Eskilerin güzel bir lafı vardır; “Ya bu deveyi güdeceğiz ya bu diyardan gideceğiz”. Hiçbirimizin bir yere gitmemesi için tüm çabamız, bütün bu anlatma isteğimiz… İnanın ve geçmişte bildiklerinizi bir kenara bırakın hatta unutun.” #NFTZ",,0
"Maji Art Galeri Sahibi Gaye Donay: Onlarca yıldır gezegenimizi suistimal eden büyük oyuncular var. Neden “küçük adamlar” kendilerine bir yer edindiğinde herkes bunun etik yönünü tartışıyor? Sanat değişiyor. Her şey daha yaygın, daha demokrat olacak. #NFT",,0
"Onedio Kurucu Ortağı Kaan Kayabalı; “Girişimcilerin Türkiye nin ekonomik ve sosyal politikaları, tüm dünyadaki sosyal medyada veri güvenliği regülasyonları ve yapay zekâ teknolojisindeki gelişmelere dikkat etmesi gerekir.” #Sanat #Gelecek #NFT #Metaverse #Fütürizm #Resim",,0
"Elif Dağdeviren: “Öyle ki; NFT üreticilerini, koleksiyonerleri, meraklılarını ve iş ortaklarını sadece online mecralarda değil fiziksel çeşitli deneyimlerle hibrid olarak da bir araya getirecek bir topluluk oluşturmak esas.” #Sanat #Gelecek #NFT #Metaverse #Fütürizm #Resim",,0
"Elif Dağdeviren konuşuyor: “NFT üreticileri, markalar ve tüm bunların meraklıları için etkileşimli ve güvenli bir altyapı sağlamasının yanı sıra sadece danışman küratörlerin onayından geçmiş ve doğrulanmış NFT yaratıcılarının özel dijital varlıklarını yayınlamak asıl doğrudur”",,0
"Sanat Yönetmenliği, dergi ve gazete yayın yönetmenliği gibi görevler üstlenen Elif Dağdeviren; “Sanata, yaratıcılığa, hikayelere, hayallere değer veren, merkeziyetsiz ve şeffaf bir gelecek yaratmak asıl değerdir.” @NisantasiKS #Metaverse #Fütürizm #NişantaşıÜniversitesi #Carey",,0
"“Fiziksel yolculuğun bir tamamlayıcısı mı? Fiziksel yolculuk mu sanal olanın tamamlayıcısı? İkisi birbirine girdi. Sanal misafirperverlik denilen Metaverse’de lezzet, spor, eğlence sunulabilir. Metaverse daha ötesi bir yaşam biçimi. @ugurbati #Sanat #Gelecek #NFT #Metaverse",,0
"Akademisyen, yazar ve küratör Prof. Dr. Uğur Batı konuşmasını yapıyor: “Enlem ve boylam olmadan Metaverse de yaşamak, sanatı kucaklamak, deneyim haline getirmek. Saat dilimleri yoktur. Sadece hayal gücümüz var. Metaverse dediğimiz yeni bir yaşam tarzının kodları var.” @ugurbati",,0
"Dr. Levent Uysal, Nişantaşı Üniversitesi nin gelecek ve teknoloji konusundaki üstünlüğünü anlatırken gelecek konusundaki çalışmaların temelinde üretim, teknoloji ve mühendisliğin yanında sanatın da olduğunu söyledi. @NisantasiKS #Sanat #Gelecek #NFT #Metaverse #Fütürizm #Resim",,0
"Nişantaşı Üniversitesi Sanat ve Tasarım Fakültesi Öğretim Üyesi Doç.Dr. Nagihan Çakar, “Future Renaissance Collection” Dijital Gelecek Zirvesi ve NFT Sergisi açılış sunumlarında sanatın geleceği kurmadaki fonksiyonunu anlatıyor. @NisantasiKS #Sanat #Gelecek #NFT #Metaverse",,0
50 Sanatçı 70 Eser… Ve eşsiz bir gelecek zirvesi. Nişantaşı Üniversitesi ana sponsorluğunda Carny. io içerik sponsorluğunda gerçekleşen “Future Renaissance Collection” Dijital Gelecek Zirvesi ve NFT Sergisinde harika NFT eserler sergilenmeye başladı. @NisantasiKS #NFT,,0
Geleceğin dünyasını ele alıyoruz! 16 Aralık Cuma günü açılış konuşmasını gerçekleştireceğim Dijital Gelecek Zirvesi’ni düzenleyecek ve #NFT sanatçılarının eserlerini Future Renaissance Collection sergisiyle sanatseverlerin beğenisine sunacağız. #Metaverse @NisantasiEdu,"👋🏻👋🏻,Konukların hepsi takip ettiğim kişiler, NFT ler her zaman dikkatimi çekiyordu güzel oldu, Bende bu konu üzerine araştırmalar yapıyordum güzel denk geldi ., Daha yeni okumaya başladım 🤌🏻, Merakla bekliyoruz hocam 🙌🏻",7
"99 yıl önce bugün, sonsuza dek yaşayacak Türkiye Cumhuriyeti kuruldu. 29 Ekim Cumhuriyet Bayramımız kutlu olsun! 🇹🇷 #hepizindeyiz",,0
"Cumhuriyetimizin 99. kuruluş yıl dönümünde başta Gazi Mustafa Kemal Atatürk olmak üzere bu bayrak uğrana mücadele eden gazilerimizi yad ediyor, canını feda eden şehitlerimizi rahmetle anıyor, 29 Ekim Cumhuriyet Bayramımızı kutluyoruz. 🇹🇷 #Cumhuriyet99Yaşında",,0
📣,,0
Nişantaşı Üniversitesi NeoTech Campus’te dersler başlıyor! 2022-2023 ders programına linkten ulaşabilirsiniz. https://nisantasi.edu.tr/duyuru/20222023-guz-donemi-ders-programlari-128928,"internet siteleriniz kaç haftadır çökmüş durumda acaba haberiniz var mı? ders programına girip bakamıyoruz bile., Dersler başlıyor ama ders seçimi ile ilgili ne danışman hocalardan nede telefonla görüştüğümüz kişilerden bilgi alamıyoruz kimse birşey bilmiyor yada konu ile ilgili bilgileri yok.",2
Sayın Rektörümüz Prof. Dr. Şenay Yalçın Habertürk te Canlı Yayında,,0
İstanbul Nişantaşı Üniversitesi PİO Direktörü Prof. Dr. Gresi Sanje 9 Ekim 2022 tarihinde “Yakın Gelecekte İş Dünyası ve Fırsatlar” başlıklı semineriyle İstanbul Coffee Festivali’nde!,,0
BM Türkiye ve ortakları Sürdürülebilir Kalkınma Amaçlarına ulaşılması için çalışıyor. Biz de İstanbul Nişantaşı Üniversitesi olarak bu hedeflerin yaygınlaşması ve toplumun bilinçlenmesi amacıyla hedeflerimizi herkese duyurmak istedik.  @NisantasiKS 💙,"Sevgili oglum yeni yaşın ı saglık huzur ve mutluluk dolu nice yıllara baban, Önce akademisyenlerin şartları özlük hakları evrensel ölçüleri bırakın YÖK standartlarına getirilsin sonra reklam yaparsınız.",2
Şampiyonların Üniversitesi’ne bir şampiyonluk daha! Egzersiz ve Spor Bilimleri Bölüm Başkanı Doç. Dr. Türker Bıyıklı nın Kuvvet Kondisyon koçluğunu yaptığı Güreş Milli takımımız takım halinde dünya şampiyonu oldu! Öğrencilerimizi ve hocamızı tebrik ederiz.,,0
ASRE GOFTEGO QALAM İNTERNATİONAL COMPANY ve İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ  işbirliği ile yönetici geliştirme programı hakkındaki detaylar için etkinliğe katılımınızı bekleriz.,,0
"Neden İstanbul Nişantaşı Üniversitesi diye sorduk, geleceğin Mavi Diplomalı mezunları yanıtladı 💙 #İstanbulNişantaşıÜniversitesi","Hava trafik kontrolü bölümü ilk başlarda lisanssız bölüm açarak öğrenci alan,4 yıl okuyup mezun olmuş,eğitim sürecinde elenen öğrencilerin mağduriyeti halâ neden giderilmiyor.bizler içinönemli sizin nezdinizde göz ardı ettiğiniz bu konuda süreç neden uzatılıyor? Çözüm bekliyoruz",3
İstanbul Nişantaşı Üniversitesi’nde Ek Tercih günleri başladı! Tercih danışmanlarından profesyonel şekilde destek almak ve kariyerine bir adım daha yaklaşmak için seni de NeoTech Campus’e bekliyoruz. #İstanbulNişantaşıÜniversitesi,Türkiye Büyük Millet Meclisi nde kanunlaşmış YÖK yasasını 2.5 yıldır uygulamıyorsunuz. Akademisyenlerin ücretlerini devlet üniversiteleri ile eşitleyin. Eylemleriniz kanunsuz. Hukuk tanımayan bir üniversitede eğitim olmaz.,1
"7-13 Eylül tarihleri arasındaki ek tercihlerini yapmak için Eğitim Uzmanlarımız seni NeoTech Campus e bekliyor. Sen de gel, #MaviDiploma ile hayata yetiş! #İstanbulNişantaşıÜniversitesi",,0
2022 YKS Ek Tercih Günleri başlıyor! 13 Eylül’e kadar ek tercihlerini yapmak için seni NeoTech Campus’e bekliyoruz. #MaviDiploma #İstanbulNişantaşıUniversity #ÖSYM #2022YKS #ektercih,,0
"Dünyanın en büyük havacılık, uzay ve teknoloji festivali TEKNOFEST Samsun final etabında elektrikli araç takımımızın sunumu gerçekleştirildi.",,0
Mavi diploma🎓,Acaba kep töreni tarihi belli olsa çok iyi olmaz mı? (:,1
"Öğrenci Konsey Başkanımız Furkan Kalyoncu, İstanbul Valiliği 30 Ağustos Zafer Bayramı Bayramlaşma Töreni Resepsiyonu na okulumuzu temsilen katıldı. Öğrencimizi tebrik ederiz. #İstanbulNişantaşıÜniversitesi #ÖğrenciKonseyBaşkanı",,0
"Öğrenci Konsey Başkanımız Furkan Kalyoncu, İstanbul Valiliği 30 Ağustos Zafer Bayramı Bayramlaşma Töreni Resepsiyonu na okulumuzu temsilen katıldı. Öğrencimizi tebrik ederiz. #İstanbulNişantaşıÜniversitesi #ÖğrenciKonseyBaşkanı",Paşam benim 💙 @mysteriouss1907,1
Bazı zaferler sonsuza dek kutlanır.🇹🇷 Bizlere bağımsızlığımızı armağan eden Ulu Önder Gazi Mustafa Kemal Atatürk ve silah arkadaşlarını saygı ve minnetle anıyoruz. Zaferimiz kutlu olsun! #30ağustoszaferbayramımızkutluolsun,,0
#MalazgirtZaferimiz kutlu olsun.,,0
KYK Yurt başvuruları başladı📌 Başvuru yapmak için https://turkiye.gov.tr/gsb-yurt-basvurusu tıklayınız. #İstanbulNişantaşıÜniversitesi #kykyurt,,0
İstanbul Nişantaşı Üniversitesi ve Imperial British UK tarafından hayata geçirilen Hazırlık Sınıfı ile İngilizce hedefine çok yakınsın! Eğitimin sonunda alacağın Imperial British UK sertifikası ve İngilizce öğrenimine dair tüm soruların için seni  webinarımıza bekliyoruz.,,0
8. Uluslararası EMI Girişimcilik ve Sosyal Bilimler Kongresi 17-19 Kasım 2022 tarihleri arasında Aksaray-Kapadokya’da Aksaray Bilim Merkezi ev sahipliğinde hibrit (yüz yüze ve çevrimiçi) olarak düzenlenecektir.,,0
The 8th International EMI Entrepreneurship Social Sciences Congress which has been held since 2018 in the fields of managerial and social sciences will be held on 17-19 November 2022 hosted by Aksaray Science Center as hybrid (face-to-face and online) in Aksaray-Cappadocia.,,0
Öğrencilerimize sorduk💬 #İstanbulNişantaşıÜniversitesi,,0
2022 Erasmus+ Program Grant Distribution Results Published Istanbul Nişantaşı University s 2022 Erasmus+ Study and Internship Mobility application has been accepted.,,0
"İstanbul Nişantaşı Üniversitesi ve Nişantaşı Eğitim Vakfı Kurucusu Sayın Dr. Levent Uysal, DB Schenker Arkas CEO’u Sayın Özgür Al ve İK Direktörü Sayın Taner Yağbasan’a öğrencilerimizin staj dönemlerinde verdiği destek ve yaptıkları ziyaretten dolayı teşekkür etti.",,0
2022 Yılı Erasmus+ Programı Hibe Dağıtım Sonuçları Yayınlandı İstanbul Nişantaşı Üniversitesi’nin 2022 Erasmus+ Öğrenim ve Staj Hareketliliği başvurusu kabul edildi. #İstanbulNişantaşıÜniversitesi,,0
Ailemizin en yeni üyesi Gizem bu sene okula kayıt yaptıran ilk öğrencimiz oldu. Kariyer yolculuğunda başarılar dileriz Gizem💙 #İstanbulNişantaşıÜniversitesi #MaviDiploma,,0
Aramıza hoş geldin Nişantaşılı!💙 Türkiye’nin ilk teknolojik kampüsü NeoTech Campus’te kariyerini planlamaya hazır mısın?  Kayıt işlemlerin için seni kampüse bekliyoruz. #İstanbulNişantaşıÜniversitesi #MaviDiploma,,0
Aramıza hoş geldin Nişantaşılı! 💙 Sen hangi bölümü tercih ederek hayallerine bir adım daha yaklaştın? Kayıt işlemelerin için seni üniversitene bekliyoruz.  #İstanbulNişantaşıÜniversitesi,"Neden only kayıt yok, Maalesef gelemiyorum galiba..",2
#17Agustos1999 depreminde hayatını kaybeden tüm vatandaşlarımızı rahmetle anıyoruz.,,0
Ailemize hoş geldin💙 Kayıt işlemlerini gerçekleştirmek için seni NeoTech Campus e bekliyoruz. Gerekli tüm evrak ve diğer detaylara ulaşmak için https://nisantasi.edu.tr/sayfa/kayit-icin-gerekli-evrak-ve-bilgiler tıkla. #İstanbulNişantaşıÜniversitesi #MaviDiploma,,0
İstanbul Nişantaşı Üniversitesi’nde Tercih ve Tanıtım günleri devam ediyor. Tercihlerini yapan tüm adaylara başarılar dileriz. #MaviDiploma #İstanbulNişantaşıÜniversitesi,,0
NeoTech Campus’ü ziyaret eden öğrencimiz @enesbatur00 ve @UcerEcenaz’e teşekkür ederiz. İyi ki geldiniz💙,,0
"Şampiyonların Üniversitesi’ni, olimpiyatlarda temsil eden milli okçumuz @metegazoz Tercih ve Tanıtım günlerinde NeoTech Campus’ü ziyaret etti. Bir de seni kampüse beklediği mesajını iletti. 🏹 #ŞampiyonlarınÜniversitesi #İstanbulNişantaşıÜniversitesi",,0
Nişantaşı Eğitim Vakfı Kurucumuz Sn. Dr. @UysalLevent  ve Tıp Fakültesi Kurucu Dekanı Prof. Dr. Soner Şahin @FOXTurkiye TV de Çalar Saat programına konuk oldu. Haberi izlemek için: https://youtube.com/watch?v=BPA2nvqPZ7A tıklayınız. #İstanbulNişantaşıÜniversitesi,,0
Kurye Akademisi’nin İlk Mezunları @fiyuutr ‘lu! Ata Grubu’na bağlı fiyuu çalışanları İstanbul Nişantaşı Üniversitesi Sürekli Eğitim Merkezi’nin düzenlemiş olduğu eğitim ile birinci dönem mezunlarını verdi. #FiyuAkademi,,0
“Kariyer Merkezi & İŞKUR” İş Birliği İş İmkanları ve daha fazlası hakkında bilgi almak için sizleri Kariyer Merkezi standımıza bekliyoruz. #İstanbulNişantaşıÜniversitesi,,0
"İstanbul Nişantaşı Üniversitesi’nden Sivil Havacılıkta Büyük Başarı! İstanbul Nişantaşı Üniversitesi, Sivil Havacılık Genel Müdürlüğü tarafından “Tanınan Okul Sertifikası” almaya hak kazandı. #MaviDiploma #İstanbulNişantaşıÜniversitesi",Nişantaşı Üniversitesinden büyük bir başarı daha ... 👏👏👏🧿🧿🧿,1
Üniversite Tercih Merkezi Eğitim Uzmanı Muhammet Tosun @MuhammedTsn Tercih sıralaması geride olanlar için önemli açıklamalarda bulundu.📌 #İstanbulNişantaşıÜniversitesi #MaviDiploma,,0
"İstanbul Nişantaşı Üniversitesi’nde tercih günleri başladı. Hayallerine bir adım daha yaklaşmak için sen de gel, Mavi Diploma ile hayata yetiş. #TercihGünleri #MaviDiploma #i̇stanbulnişantaşıüniversitesi",,0
Teknofest yarısmasına katılım gösteren mekatronik mühendisliği öğrencilerimiz Türkiye Cumhuriyeti Sanayi ve Teknoloji Bakanı Sayın Mustafa Varank ın da stand ziyareti ile Teknofest’te.,,0
"İstanbul Nişantaşı Üniversitesi Tercih Günleri başladı! İlk tercihe %30 ve kampüste tercihe +%5 burs için seni bekliyoruz. Sen de NeoTech Campus’e gel, Mavi Diploma ile hayata yetiş! #İstanbulNişantaşıÜniversitesi #MaviDiploma #NeoTechCampus",Okula tartı koydurmuşsun. Doğru mu?,1
İstanbul Nişantaşı Üniversitesi Tercih ve Tanıtım Günleri başladı! Türkiye’nin ilk teknolojik kampüsü NeoTech Campus’te tercih uzmanlarımız ile birlikte kariyerine en doğru başlangıç için seni kampüse bekliyoruz. #TercihGünleri #MaviDiploma,,0
"YÖKAK Öğrenci Değerlendirici ve Kalite Elçisi, Öğrenci Konseyi Denetleme Kurulu Başkanı Süleyman Solmazgül öğrencimizin 2022-2023 Akademik Yılı İçin Avrupa Öğrenci Birliği (ESU) Kalite Güvencesi Öğrenci Uzman Havuzu’na üyelik başvurusu kabul edildi. Öğrencimizi tebrik ederiz.","1) Ufku İle Ufkumuzu Açan Vatan Sathında Eğitim Gönüllüsü Nişantaşı Üniversitesi Mütevelli Heyeti Başkanı Dr. Levent UYSAL a Sürekli  Desteklerini Esirgemeyen Genel Sekreter Ahmet SÜNGERİÇLİOĞLU na Öğrenci Dekanı Fatih YILDIZ a Öğrenci Dekanı Savaş ÇAKMAKCI ya.., 2) ...Strateji Geliştirme Daire Başkanı Murat AYDIN a Öğrenci İşleri Daire Başkanı  Erhan DERİN e Ve Öncü Fikirleriyle Ufkumuzu Aydınlatan Erciyes Üniversitesi Sağlık Bilimleri Fakültesi Dekanı Sayın Prof. Dr. Sultan TAŞÇI Hocama En Kalbi Duygularla Teşekkür Ederim., Yüce Allah Varlığınızı Başarılarınızı Daim Kılsın Aziz Dost Gurur Duydum, TEBRİKLER BAŞKANIM 🤘🇹🇷 NE MUTLU TÜRKÜM DİYENE!, Değerli Süleyman başkanım tebirkler... GURURUMUZSUN 💛❤️🧿🇹🇷 #malatya, 🇹🇷🇹🇷🇹🇷🤘🤘🤘 🇹🇷🇹🇷🇹🇷☝️☝️☝️ ne mutlu TÜRKÜM diyene! Tebrikler 👏👏👏👏👏👏👏, Her daim her platformda Türk ün gür sesi olan reisim rabbim yolunu açık etsin. Maşallah tebrikler 🐺🇹🇷, Akademisyenleri ücretsiz izinde göstericekmisiniz? Alakasız derse alakasız hocaları yazıp paradan tasarruf edecek misiniz? TÜMA araştırmasında 125. Sırada olmanızın nedeni kötü yönetim anlayışı mi? İlginç Yönetim bilimleri dersi verilip nasil yönetilir dersi verilirken siz?",8
İstanbul Nişantaşı Üniversitesi ile W Istanbul Grubu arasında öğrencilerimizin staj ve istihdam edilmesi konusunda iş birliği imzalandı. W İstanbul Ailesine teşekkür ederiz. #Wİstanbul,,0
Tüm öğrencilerimizi tebrik ederiz. 🏆 #ŞampiyonlarınÜniversitesi,,0
#ŞampiyonlarınÜniversitesi Masa Tenisinde 3 yıldır Avrupa Şampiyonu! Avrupa Üniversiteler Spor Oyunları nda (EUSA) mücadele eden Üniversitemiz Kadın ve Erkek Masa Tenisi sporcuları bir kez daha Türkiye’ye şampiyonluğu getirdi. Öğrencilerimizi tebrik ederiz. #EUSA #MasaTenisi,,0
İstanbul Nişantaşı Üniversitesi Özel Yetenek sınavları başlıyor! Konservatuvar Müzik Özel Yetenek Sınavı başvuru ve detayları için https://neotech.link/?id=1789 tıklayınız. #İstanbulNişantaşıÜniversitesi #ÖzelYetenek #MaviDiploma,,0
İstanbul Nişantaşı Üniversitesi Özel Yetenek sınavları başlıyor! Konservatuvar Oyunculuk Özel Yetenek Sınavı başvuru ve detayları için https://neotech.link/?id=2085 tıklayınız. #İstanbulNişantaşıÜniversitesi #ÖzelYetenek #MaviDiploma,,0
İstanbul Nişantaşı Üniversitesi Özel Yetenek sınavları başlıyor! Tekstil ve Moda Tasarımı Özel Yetenek Sınavı başvuru ve detayları için https://neotech.link/?id=3203 tıklayınız. #İstanbulNişantaşıÜniversitesi #ÖzelYetenek #MaviDiploma,,0
İstanbul Nişantaşı Üniversitesi Özel Yetenek sınavları başlıyor! Hava Trafik Kontrolü Özel Yetenek Sınavı başvuru ve detayları için https://neotech.link/?id=6702 tıklayınız. #İstanbulNişantaşıÜniversitesi #ÖzelYetenek #MaviDiploma,,0
İstanbul Nişantaşı Üniversitesi Özel Yetenek sınavları başlıyor! Grafik Tasarımı Özel Yetenek Sınavı başvuru ve detayları için https://neotech.link/?id=5395 tıklayınız. #İstanbulNişantaşıÜniversitesi #ÖzelYetenek #MaviDiploma,,0
